Router Name,Country Code,Bandwidth (KB/s),Uptime (Hours),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit,FirstSeen,ASName,ASNumber,ConsensusBandwidth,OrAddress
EFF,US,122,1341,192.3.148.27,192-3-148-27-host.colocrossing.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2014-10-27,AS-COLOCROSSING - ColoCrossing- US,36352,510,None
ididntedittheconfig,UA,122,62,176.8.202.142,176-8-202-142.broadband.kyivstar.net,53489,None,0,0,1,0,0,0,1,1,0,Tor 0.2.9.10 on Linux,0,0,2016-06-04,KSNET-AS- UA,15895,1030,None
ParkerLewis,CA,122,72,159.203.41.119,parker-lewis.virtadpt.net,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2017-01-21,DIGITALOCEAN-ASN-CA1 - Digital Ocean- Inc.- US,394362,137,None
telecommuter,US,122,770,4.31.64.70,tor.arbuzik.biz,9001,80,0,1,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-05-11,LEVEL3 - Level 3 Communications- Inc.- US,3356,85,None
Unnamed,US,122,738,45.32.202.200,45.32.202.200.vultr.com,9001,9002,0,0,1,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-03-10,AS-CHOOPA - Choopa- LLC- US,20473,374,None
968a8f1764,GB,121,72,82.0.146.9,cpc83981-pool15-2-0-cust520.15-1.cable.virginm.net,8968,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.9 on Linux,0,0,2017-01-29,ASN-IBSNAZ - IT,3269,1060,None
BackWatcher04e,CA,121,4,64.137.245.56,t04e.backwatcher.com,443,80,0,1,1,0,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2017-01-27,COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD- CA,55053,350,None
berrycup2,US,121,137,18.82.0.86,berrycup2.mit.edu,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-08-05,MIT-GATEWAYS - Massachusetts Institute of Technology- US,3,807,None
buildsy,DE,121,16,188.118.138.44,dyndsl-188-118-138-044.ewe-ip-backbone.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.9.10 on Linux,0,0,2017-04-03,OSNATEL- DE,15747,726,None
caligula,IN,121,1206,115.124.112.235,115.124.112.235,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-03-07,HOSTCOIN-AS-IN-AP ESDS Software Solution Pvt. Ltd.- IN,45815,619,None
Cryptornite,DE,121,18,93.222.206.184,p5DDECEB8.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.4.27 on Linux,0,0,2013-07-07,DTAG Internet service provider operations- DE,3320,689,None
grandma,DE,121,171,95.222.235.199,ip-95-222-235-199.hsi15.unitymediagroup.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-03-02,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,526,None
KomputeryNaTory,PL,121,84,37.8.236.184,037008236184.warszawa.vectranet.pl,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2016-05-15,VECTRANET-AS Al. Zwyciestwa 253- 81-525 Gdynia- Poland- PL,29314,558,None
nicotrack,RU,121,1655,212.74.233.18,19-233-74-212.iteranet.ru,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2015-08-17,ITERANET-AS ISP in Moscow and Cyprus- RU,15682,504,None
RaiteNode3,NL,121,92,51.15.6.128,node3.dcdd.net,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2017-04-05,AS12876 - FR,12876,1000,None
SOFOKLES,DE,121,142,84.38.68.90,vserver2380.vserver-on.de,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2017-02-28,ACCELERATED-IT - DE,31400,618,None
devopps,US,120,325,104.236.182.205,104.236.182.205,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2015-11-08,DIGITALOCEAN-ASN - Digital Ocean- Inc.- US,14061,722,None
edigaryev,RU,120,70,178.45.193.245,178.45.193.245,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2017-03-27,ROSTELECOM-AS- RU,12389,469,None
jactr,BG,120,294,84.40.112.70,nose.ktnx.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2012-03-23,NET1-AS- BG,43561,326,None
JessicaLouSuicide,IN,120,198,139.59.11.33,139.59.11.33,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-01-12,DIGITALOCEAN-AS-IN Digital Ocean- Inc.- US,135340,597,None
kleinbach,KG,120,4303,91.213.233.60,91.213.233.60,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-03-18,PROHOSTKG - KG,39819,430,None
randomHuman,PA,120,397,143.202.154.28,143.202.154.28,9001,None,0,1,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2017-03-14,ASRACKEND - CH,60392,1460,None
Unnamed,CA,120,356,108.168.66.2,dhcp-108-168-66-2.cable.user.start.ca,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.23 on Windows 8,0,0,2016-01-12,START-CA - Start Communications- CA,40788,1300,None
aquinus,US,119,132,172.245.126.70,colourgrey.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-11-18,AS-COLOCROSSING - ColoCrossing- US,36352,595,None
AsSeenOnYP,CA,119,512,64.137.195.214,c999955567-cloudpro-153505121.cloudatcost.com,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-01-14,COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD- CA,55053,628,None
erose,US,119,2589,104.223.122.69,104.223.122.69.static.quadranet.com,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-02-17,ASN-QUADRANET-GLOBAL - QuadraNet- Inc- US,8100,767,None
Idiocracy,DE,119,17,80.140.108.123,p508C6C7B.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-04-30,DTAG Internet service provider operations- DE,3320,902,None
JxnsuhKetdyrcp,CA,119,284,64.137.206.248,c999948745-cloudpro-800618670.cloudatcost.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.8 on Linux,0,0,2017-01-21,COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD- CA,55053,521,None
oesterlein,EG,119,956,41.196.0.111,host-41-196-0-116.static.link.com.eg,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.9.9 on Linux,0,0,2017-03-01,LINKdotNET-AS- EG,24863,1180,None
okra,US,119,473,45.63.67.113,45.63.67.113,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-09-03,AS-CHOOPA - Choopa- LLC- US,20473,518,None
SHOSolutionsLtdTOR2,IN,119,839,139.59.46.70,139.59.46.70,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2017-02-15,DIGITALOCEAN-AS-IN Digital Ocean- Inc.- US,135340,577,None
unexpectedcrypto,US,119,21,75.162.98.41,75-162-98-41.slkc.qwest.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-09-25,CENTURYLINK-US-LEGACY-QWEST - Qwest Communications Company- LLC- US,209,540,None
GoldenCapybara,ES,118,1662,147.83.175.47,miriambr.upc.es,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on OpenBSD,0,0,2016-07-20,CESCA-AC - ES,13041,880,None
gregory,LV,118,896,159.148.186.91,159.148.186.91,593,21462,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2017-03-03,BIGHOST-AS - LV,200709,209,None
ldr,DE,118,669,87.118.100.54,ns.km23507-02.keymachine.de,9005,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2015-07-20,KEYWEB-AS- DE,31103,568,None
lilo,PL,118,78,5.187.49.158,d49158.artnet.gda.pl,18956,15630,0,0,1,0,0,0,1,1,1,Tor 0.2.7.6 on Linux,0,0,2017-04-06,ARTNET- PL,197155,483,None
mogheartsfreedom,US,118,133,74.207.236.197,li78-197.members.linode.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2013-02-28,LINODE-AP Linode- LLC- US,63949,768,None
Prometheus,US,118,1990,209.141.52.13,eckley.bbsnoc.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2017-01-06,PONYNET - FranTech Solutions- US,53667,603,None
Unnamed,RU,118,72,178.159.27.120,178.159.27.120,62528,54190,0,0,1,0,0,0,1,1,1,Tor 0.3.0.4-rc on Very recent version of Windows [major=6-minor=3],0,0,2017-04-03,URALTC-AS- RU,25086,315,None
Unnamed,US,118,1131,72.179.146.98,cpe-72-179-146-98.satx.res.rr.com,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.27 on Linux,0,0,2015-07-14,SCRR-11427 - Time Warner Cable Internet LLC- US,11427,656,None
volunteertornodegze,CA,118,284,64.137.195.186,c999948745-cloudpro-429044201.cloudatcost.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.8 on Linux,0,0,2017-01-25,COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD- CA,55053,770,None
youmustbejoking,IE,118,194,89.101.218.6,gatekeeper.dhco.org,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on FreeBSD,0,0,2017-03-31,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,446,None
AkashaShrooms,FR,117,819,37.187.104.111,akasha.brozkeff.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-01-14,OVH- FR,16276,387,None
Deadwing,US,117,833,173.255.226.142,www.deadwing.org,9001,9030,0,1,1,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2014-08-21,LINODE-AP Linode- LLC- US,63949,305,None
eurocorp,US,117,813,68.111.195.68,ip68-111-195-68.sd.sd.cox.net,9351,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.12 on Linux,0,0,2017-03-06,ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc.- US,22773,566,None
justanotherrelay,NO,117,945,79.161.248.2,2.79-161-248.customer.lyse.net,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2015-11-08,ALTIBOX_AS Norway- NO,29695,346,None
lebowsky,MD,117,11,178.17.174.2,178-17-174-2.static.host,80,443,0,0,1,0,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-04-19,TRABIA trabia network- MD,43289,1580,None
meinkleinestorrelay,FR,117,2088,178.32.34.91,91.ip-178-32-34.eu,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2015-01-05,OVH- FR,16276,496,None
Pflanze,DE,117,345,77.22.131.149,ip4d168395.dynamic.kabel-deutschland.de,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.9.9 on FreeBSD,0,0,2014-04-11,KABELDEUTSCHLAND-AS - DE,31334,632,None
TorNodeAzure001,NL,117,398,13.80.118.210,13.80.118.210,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on FreeBSD,0,0,2016-12-29,MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation- US,8075,1170,None
Unnamed,US,117,113,173.213.113.155,torsrvt.snydernet.net,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2014-04-11,SERVERHUB-PHOENIX - Eonix Corporation- US,30693,850,[2607:ff28:0:a::2743:857f]:443
xmine128,DE,117,1562,95.129.55.173,vsrv77162.customer.xenway.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2014-10-05,AS48823- DE,48823,488,None
zwiebelringpi2,DE,117,92,84.159.97.164,p549F61A4.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-02-16,DTAG Internet service provider operations- DE,3320,494,None
anong33,DE,116,652,79.228.236.86,p4FE4EC56.dip0.t-ipconnect.de,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2010-12-18,DTAG Internet service provider operations- DE,3320,754,[2003:84:af1d:fd00:ba27:ebff:fef8:c005]:443
cyberpizza,NL,116,276,5.2.74.173,5.2.74.173,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2017-01-19,LITESERVER- NL,60404,576,None
gwaynode,RU,116,719,37.110.158.131,broadband-37-110-158-131.moscow.rt.ru,44543,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.6 on Linux,0,0,2015-12-25,NCNET-AS - RU,42610,373,None
hazeltine,DE,116,1105,62.113.216.173,62.113.216.173,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-12-08,TTM- DE,47447,508,None
ididntedittheconfig,RO,116,8,90.95.17.231,90.95.17.231,44366,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2017-03-26,ASN-ORANGE-ROMANIA- RO,8953,1120,None
silverrange,CR,116,1828,200.122.181.15,200.122.181.15,7268,23113,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2017-01-23,RADIOGRAFICA COSTARRICENSE- CR,3790,725,None
sospitor,PL,116,239,95.108.123.29,dhcp95-108-123-29.eaw.com.pl,444,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2016-08-30,EAW-AS East and West Network- PL,43118,660,None
ThankYouEdSnowden,US,116,1146,104.131.149.84,104.131.149.84,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.9 on FreeBSD,0,0,2016-03-06,DIGITALOCEAN-ASN - Digital Ocean- Inc.- US,14061,600,None
tiototo,DE,116,1609,91.65.61.217,ip5b413dd9.dynamic.kabel-deutschland.de,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-04-15,KABELDEUTSCHLAND-AS - DE,31334,561,None
Unnamed,NL,116,30,31.220.42.233,tesla.t28.net,9001,None,0,1,1,0,0,0,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-05-27,HOSTHATCH-ASN - HostHatch- Inc- US,63473,321,None
vbezhenar,NL,116,2797,185.92.222.208,vbezhenar.com,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.7.6 on OpenBSD,0,0,2015-11-02,AS-CHOOPA - Choopa- LLC- US,20473,188,None
WaldoPrincess,US,116,13,73.183.180.80,c-73-183-180-80.hsd1.tx.comcast.net,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.8.11 on Linux,0,0,2016-12-29,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,1510,None
Betsoycoral,IE,115,4011,52.209.32.11,ec2-52-209-32-11.eu-west-1.compute.amazonaws.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-10-24,AMAZON-02 - Amazon.com- Inc.- US,16509,484,None
BlueswagTor,US,115,41,72.238.131.236,72-238-131-236.res.bhn.net,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2016-04-10,BHN-TAMPA - BRIGHT HOUSE NETWORKS- LLC- US,33363,626,None
ChiwawasCanDance,US,115,150,50.116.10.242,li456-242.members.linode.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.22 on Linux,0,0,2013-08-01,LINODE-AP Linode- LLC- US,63949,555,None
larvae,US,115,66,104.209.44.248,104.209.44.248,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-02-11,MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation- US,8075,2580,None
nissan,AT,115,102,217.64.127.174,unassigned,11964,2866,0,0,1,0,0,0,1,1,1,Tor 0.2.7.6 on Linux,0,0,2017-04-05,M247- GB,9009,703,None
NoMiddleMan,DK,115,48,83.89.105.160,x1-6-40-65-a3-ea-76-02.cpe.webspeed.dk,110,143,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-09-25,TDC TDC A/S- DK,3292,2490,None
Puhuri,GB,115,138,151.236.218.67,151.236.218.67,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.23 on Linux,0,0,2014-06-19,LINODE-AP Linode- LLC- US,63949,396,None
thardes2,DE,115,16,84.186.51.95,p54BA335F.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2017-01-31,DTAG Internet service provider operations- DE,3320,810,None
Unnamed,US,115,738,107.191.55.26,107.191.55.26.vultr.com,9001,9002,0,0,1,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-03-10,AS-CHOOPA - Choopa- LLC- US,20473,502,None
Unnamed,NL,115,269,45.32.197.4,45.32.197.4.vultr.com,9003,9004,0,0,1,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-03-11,AS-CHOOPA - Choopa- LLC- US,20473,461,None
FR0ZE,US,114,1535,45.58.60.127,45.58.60.127,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.8 on Linux,0,0,2016-10-29,HOSTUS-GLOBAL-AS HostUS- HK,7489,526,None
incognito1337,CA,114,65,158.69.63.16,16.ip-158-69-63.net,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-04-06,OVH- FR,16276,748,None
musicbox,BG,114,18,95.42.126.167,95-42-126-167.ip.btc-net.bg,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.9.10 on Linux,0,0,2015-04-16,BTC-AS BULGARIA- BG,8866,432,None
nunyabidnezz,US,114,674,98.201.49.226,c-98-201-49-226.hsd1.tx.comcast.net,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.27 on Linux,0,0,2015-02-03,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,936,None
thys03,NL,114,1738,85.17.164.165,85.17.164.165,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2015-07-29,LEASEWEB-NL Netherlands- NL,60781,536,None
Unnamed,US,114,402,172.245.99.10,172-245-99-10-host.colocrossing.com,59001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2015-12-06,AS-COLOCROSSING - ColoCrossing- US,36352,737,None
cadory,DE,113,16,79.205.30.150,p4FCD1E96.dip0.t-ipconnect.de,9001,444,0,0,1,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2017-01-27,DTAG Internet service provider operations- DE,3320,402,None
Heireass83,SE,113,56,194.132.234.47,c047.broadband9.quicknet.se,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2014-11-21,TELE2- SE,1257,512,None
iwontedittheconfig,US,113,754,104.254.222.97,104-254-222-97.lfytina2.metronetinc.net,9502,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2017-03-09,AS-CMN - Metronet- US,30600,524,None
Mew,NL,113,13,185.62.190.23,hosted-by.blazingfast.io,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2017-02-08,DOTSI- PT,49349,11000,None
slave,BR,113,1589,169.57.165.71,47.a5.39a9.ip4.static.sl-reverse.com,5788,17067,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2017-02-02,SOFTLAYER - SoftLayer Technologies Inc.- US,36351,656,None
sparebandwidth,DE,113,11,88.198.52.54,miney.enneu.net,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2015-11-17,HETZNER-AS- DE,24940,519,None
transgender,SE,113,39,85.24.202.20,h-202-20.a176.priv.bahnhof.se,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-06-09,BAHNHOF http://www.bahnhof.net/- SE,8473,363,None
Unnamed,DE,113,15,79.231.213.129,p4FE7D581.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.4.27 on Linux,0,0,2016-04-04,DTAG Internet service provider operations- DE,3320,857,None
arg,US,112,765,129.10.115.218,arg3.ccs.neu.edu,9001,9002,0,0,1,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-02-23,NORTHEASTERN-GW-AS - Northeastern University- US,156,445,None
arg,US,112,765,129.10.115.220,arg5.ccs.neu.edu,9001,9002,0,0,1,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-02-23,NORTHEASTERN-GW-AS - Northeastern University- US,156,427,None
cherwin,VN,112,2667,125.212.241.182,mta.bidree.com,443,80,0,1,1,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-12-16,VIETEL-AS-AP Viettel Corporation- VN,7552,373,None
doremusjessup,RU,112,103,5.19.179.253,5x19x179x253.static-business.iz.ertelecom.ru,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2017-01-29,ZTELECOM-AS - RU,41733,562,None
MKTR,NL,112,8,83.82.29.192,53521DC0.cm-6-3a.dynamic.ziggo.nl,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-05-08,ZIGGO Ziggo B.V.- NL,9143,497,None
Shawndaazkilah,IE,112,4011,176.34.133.137,ec2-176-34-133-137.eu-west-1.compute.amazonaws.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-10-24,AMAZON-02 - Amazon.com- Inc.- US,16509,517,None
skynode,DE,112,1638,193.24.210.126,193.24.210.126,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-01-28,ASGHOSTNET- DE,12586,397,None
Unnamed,US,112,32,172.245.126.60,172-245-126-60-host.colocrossing.com,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-03-29,AS-COLOCROSSING - ColoCrossing- US,36352,707,None
Unnamed,DE,112,2185,109.192.17.89,HSI-KBW-109-192-017-089.hsi6.kabel-badenwuerttemberg.de,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.9 on Linux,0,0,2015-08-16,KABELBW-ASN- DE,29562,522,None
v8vWLvtBg17bVsdF,RO,112,4352,81.89.0.197,81.89.0.197,443,9300,0,1,1,0,0,1,1,1,1,Tor 0.2.5.5-alpha on Linux,0,0,2014-07-24,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,224,None
comaTor1,DE,111,2733,46.182.18.111,tor-anon-proxy.coma.cc,9911,9912,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2013-11-04,NBISERV-AS- DE,43847,147,[2a02:2970:1002::140]:6697
DifT0rHeSmusma,DE,111,17,84.180.106.97,p54B46A61.dip0.t-ipconnect.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.9.10 on Linux,0,0,2015-10-28,DTAG Internet service provider operations- DE,3320,366,None
Ptolomey11,NL,111,439,178.62.247.61,178.62.247.61,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2017-03-14,DIGITALOCEAN-ASN-3 - NL,202018,321,None
sirius7,DE,111,16,93.118.15.97,93.118.15.97,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-01-02,ODR-TKG-AS- DE,29252,474,None
styx,CZ,111,801,217.16.181.20,vpn.hostname.cz,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2014-04-23,VSHOSTING - CZ,43541,486,None
thorfred,DE,111,289,31.16.133.190,ip1f1085be.dynamic.kabel-deutschland.de,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2015-05-28,KABELDEUTSCHLAND-AS- DE,31334,391,None
Unnamed,JP,111,1610,45.63.121.176,45.63.121.176.vultr.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-10-30,AS-CHOOPA - Choopa- LLC- US,20473,871,None
Unnamed,US,111,671,107.191.55.26,107.191.55.26.vultr.com,9003,9004,0,0,1,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-03-12,AS-CHOOPA - Choopa- LLC- US,20473,530,None
AloneWithOurRecords,DE,110,444,78.47.174.155,back-of-beyond.org,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2012-08-06,HETZNER-AS- DE,24940,720,None
ben237v2,US,110,1677,164.58.81.20,164.58.81.20,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-06-27,ONENET-AS-1 - Oklahoma Network for Education Enrichment and- US,5078,826,None
blackr2d,PL,110,1438,46.41.132.84,multi-ip.eu,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-01-02,HOMEPL-AS- PL,12824,193,None
EMJROFXoVJWJ3OEjQkK,RU,110,7,185.130.104.209,customer.clientshostname.com,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.9.10 on Linux,0,0,2017-03-23,HOSTING-SOLUTIONS - Hosting Solution Ltd.- US,14576,1670,None
goldenhome,US,110,25,76.25.198.98,c-76-25-198-98.hsd1.co.comcast.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.9 on Linux,0,0,2017-03-31,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,620,None
JustATorRelay,NL,110,35,81.4.108.199,81.4.108.199,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2014-05-17,ASN-ROUTELABEL- NL,198203,521,None
TorRelayServiceX85,NL,110,371,85.148.252.134,s5594fc86.adsl.online.nl,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2017-03-10,EURONET - NL,5390,457,None
Unnamed,DE,110,3,87.79.159.90,xdsl-87-79-159-90.netcologne.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.9.10 on Linux,0,0,2016-07-17,NETCOLOGNE- DE,8422,604,None
Unnamed,US,110,481,206.212.234.145,206-212-234-145.static.nuegia.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-03-18,ONLINEMAC - Online Northwest- US,13857,708,None
wlf,US,110,116,172.97.66.182,172.97.66.182,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-04-03,AS40676 - Psychz Networks- US,40676,787,None
BarryPiOne,US,109,9,73.177.142.26,c-73-177-142-26.hsd1.va.comcast.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-01-17,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,749,None
